# DATE: 2024-07-07  UNITS: metal  CONTRIBUTOR: By STUDENT			
# FHEP: Temp 303 [K], mr 0.923076923076923 [g/mol], Sigma 3 [A], Epsilon 0.00294742729934855 [eV]			
			
ENTRY			
N 1200 R 1.0 12.99			
			
1	1.00	1.218484E+04	1.080466E+05
2	1.01	1.070920E+04	9.371783E+04
3	1.02	9.425128E+03	8.141613E+04
4	1.03	8.306123E+03	7.083744E+04
5	1.04	7.329572E+03	6.172584E+04
6	1.05	6.476144E+03	5.386550E+04
7	1.06	5.729292E+03	4.707410E+04
8	1.07	5.074827E+03	4.119737E+04
9	1.08	4.500563E+03	3.610453E+04
10	1.09	3.996018E+03	3.168457E+04
11	1.10	3.552166E+03	2.784307E+04
12	1.11	3.161219E+03	2.449961E+04
13	1.12	2.816449E+03	2.158558E+04
14	1.13	2.512038E+03	1.904236E+04
15	1.14	2.242945E+03	1.681981E+04
16	1.15	2.004796E+03	1.487492E+04
17	1.16	1.793795E+03	1.317081E+04
18	1.17	1.606638E+03	1.167577E+04
19	1.18	1.440448E+03	1.036252E+04
20	1.19	1.292719E+03	9.207521E+03
21	1.20	1.161261E+03	8.190484E+03
22	1.21	1.044160E+03	7.293864E+03
23	1.22	9.397418E+02	6.502478E+03
24	1.23	8.465399E+02	5.803173E+03
25	1.24	7.632672E+02	5.184534E+03
26	1.25	6.887940E+02	4.636647E+03
27	1.26	6.221271E+02	4.150890E+03
28	1.27	5.623923E+02	3.719751E+03
29	1.28	5.088196E+02	3.336684E+03
30	1.29	4.607298E+02	2.995973E+03
31	1.30	4.175234E+02	2.692623E+03
32	1.31	3.786705E+02	2.422263E+03
33	1.32	3.437023E+02	2.181067E+03
34	1.33	3.122038E+02	1.965677E+03
35	1.34	2.838070E+02	1.773145E+03
36	1.35	2.581855E+02	1.600883E+03
37	1.36	2.350494E+02	1.446612E+03
38	1.37	2.141410E+02	1.308325E+03
39	1.38	1.952310E+02	1.184254E+03
40	1.39	1.781153E+02	1.072837E+03
41	1.40	1.626118E+02	9.726959E+02
42	1.41	1.485582E+02	8.826109E+02
43	1.42	1.358096E+02	8.015029E+02
44	1.43	1.242364E+02	7.284156E+02
45	1.44	1.137227E+02	6.625012E+02
46	1.45	1.041648E+02	6.030069E+02
47	1.46	9.546986E+01	5.492640E+02
48	1.47	8.755454E+01	5.006780E+02
49	1.48	8.034411E+01	4.567194E+02
50	1.49	7.377145E+01	4.169169E+02
51	1.50	6.777625E+01	3.808500E+02
52	1.51	6.230425E+01	3.481435E+02
53	1.52	5.730663E+01	3.184624E+02
54	1.53	5.273943E+01	2.915071E+02
55	1.54	4.856301E+01	2.670096E+02
56	1.55	4.474162E+01	2.447301E+02
57	1.56	4.124300E+01	2.244535E+02
58	1.57	3.803798E+01	2.059871E+02
59	1.58	3.510024E+01	1.891577E+02
60	1.59	3.240593E+01	1.738099E+02
61	1.60	2.993350E+01	1.598041E+02
62	1.61	2.766341E+01	1.470145E+02
63	1.62	2.557796E+01	1.353280E+02
64	1.63	2.366109E+01	1.246426E+02
65	1.64	2.189824E+01	1.148665E+02
66	1.65	2.027618E+01	1.059168E+02
67	1.66	1.878288E+01	9.771855E+01
68	1.67	1.740744E+01	9.020417E+01
69	1.68	1.613989E+01	8.331252E+01
70	1.69	1.497121E+01	7.698830E+01
71	1.70	1.389314E+01	7.118141E+01
72	1.71	1.289819E+01	6.584649E+01
73	1.72	1.197950E+01	6.094243E+01
74	1.73	1.113083E+01	5.643192E+01
75	1.74	1.034648E+01	5.228110E+01
76	1.75	9.621245E+00	4.845922E+01
77	1.76	8.950359E+00	4.493832E+01
78	1.77	8.329477E+00	4.169300E+01
79	1.78	7.754616E+00	3.870013E+01
80	1.79	7.222136E+00	3.593865E+01
81	1.80	6.728701E+00	3.338938E+01
82	1.81	6.271253E+00	3.103483E+01
83	1.82	5.846991E+00	2.885906E+01
84	1.83	5.453347E+00	2.684750E+01
85	1.84	5.087961E+00	2.498688E+01
86	1.85	4.748670E+00	2.326504E+01
87	1.86	4.433485E+00	2.167089E+01
88	1.87	4.140579E+00	2.019427E+01
89	1.88	3.868273E+00	1.882589E+01
90	1.89	3.615022E+00	1.755724E+01
91	1.90	3.379405E+00	1.638054E+01
92	1.91	3.160111E+00	1.528863E+01
93	1.92	2.955937E+00	1.427497E+01
94	1.93	2.765771E+00	1.333355E+01
95	1.94	2.588590E+00	1.245884E+01
96	1.95	2.423448E+00	1.164578E+01
97	1.96	2.269475E+00	1.088971E+01
98	1.97	2.125867E+00	1.018634E+01
99	1.98	1.991881E+00	9.531754E+00
100	1.99	1.866830E+00	8.922311E+00
101	2.00	1.750081E+00	8.354678E+00
102	2.01	1.641048E+00	7.825781E+00
103	2.02	1.539187E+00	7.332789E+00
104	2.03	1.443999E+00	6.873090E+00
105	2.04	1.355017E+00	6.444276E+00
106	2.05	1.271812E+00	6.044124E+00
107	2.06	1.193986E+00	5.670582E+00
108	2.07	1.121170E+00	5.321756E+00
109	2.08	1.053020E+00	4.995894E+00
110	2.09	9.892203E-01	4.691377E+00
111	2.10	9.294755E-01	4.406710E+00
112	2.11	8.735125E-01	4.140507E+00
113	2.12	8.210774E-01	3.891486E+00
114	2.13	7.719346E-01	3.658461E+00
115	2.14	7.258650E-01	3.440332E+00
116	2.15	6.826653E-01	3.236081E+00
117	2.16	6.421460E-01	3.044764E+00
118	2.17	6.041313E-01	2.865504E+00
119	2.18	5.684574E-01	2.697489E+00
120	2.19	5.349719E-01	2.539966E+00
121	2.20	5.035329E-01	2.392233E+00
122	2.21	4.740084E-01	2.253642E+00
123	2.22	4.462753E-01	2.123587E+00
124	2.23	4.202188E-01	2.001506E+00
125	2.24	3.957321E-01	1.886879E+00
126	2.25	3.727154E-01	1.779218E+00
127	2.26	3.510759E-01	1.678072E+00
128	2.27	3.307266E-01	1.583021E+00
129	2.28	3.115868E-01	1.493672E+00
130	2.29	2.935807E-01	1.409661E+00
131	2.30	2.766378E-01	1.330647E+00
132	2.31	2.606921E-01	1.256314E+00
133	2.32	2.456820E-01	1.186366E+00
134	2.33	2.315500E-01	1.120528E+00
135	2.34	2.182421E-01	1.058542E+00
136	2.35	2.057081E-01	1.000169E+00
137	2.36	1.939007E-01	9.451834E-01
138	2.37	1.827760E-01	8.933771E-01
139	2.38	1.722927E-01	8.445544E-01
140	2.39	1.624121E-01	7.985324E-01
141	2.40	1.530982E-01	7.551404E-01
142	2.41	1.443169E-01	7.142186E-01
143	2.42	1.360366E-01	6.756178E-01
144	2.43	1.282275E-01	6.391980E-01
145	2.44	1.208617E-01	6.048286E-01
146	2.45	1.139131E-01	5.723870E-01
147	2.46	1.073572E-01	5.417585E-01
148	2.47	1.011708E-01	5.128358E-01
149	2.48	9.533257E-02	4.855181E-01
150	2.49	8.982208E-02	4.597112E-01
151	2.50	8.462035E-02	4.353265E-01
152	2.51	7.970952E-02	4.122811E-01
153	2.52	7.507281E-02	3.904973E-01
154	2.53	7.069445E-02	3.699019E-01
155	2.54	6.655963E-02	3.504266E-01
156	2.55	6.265444E-02	3.320069E-01
157	2.56	5.896578E-02	3.145826E-01
158	2.57	5.548136E-02	2.980967E-01
159	2.58	5.218959E-02	2.824961E-01
160	2.59	4.907959E-02	2.677307E-01
161	2.60	4.614112E-02	2.537533E-01
162	2.61	4.336454E-02	2.405197E-01
163	2.62	4.074078E-02	2.279883E-01
164	2.63	3.826128E-02	2.161199E-01
165	2.64	3.591802E-02	2.048777E-01
166	2.65	3.370340E-02	1.942270E-01
167	2.66	3.161030E-02	1.841351E-01
168	2.67	2.963199E-02	1.745713E-01
169	2.68	2.776214E-02	1.655067E-01
170	2.69	2.599476E-02	1.569140E-01
171	2.70	2.432423E-02	1.487674E-01
172	2.71	2.274523E-02	1.410429E-01
173	2.72	2.125277E-02	1.337175E-01
174	2.73	1.984211E-02	1.267697E-01
175	2.74	1.850880E-02	1.201793E-01
176	2.75	1.724863E-02	1.139271E-01
177	2.76	1.605764E-02	1.079950E-01
178	2.77	1.493208E-02	1.023660E-01
179	2.78	1.386841E-02	9.702409E-02
180	2.79	1.286329E-02	9.195396E-02
181	2.80	1.191357E-02	8.714133E-02
182	2.81	1.101628E-02	8.257265E-02
183	2.82	1.016859E-02	7.823512E-02
184	2.83	9.367852E-03	7.411667E-02
185	2.84	8.611548E-03	7.020587E-02
186	2.85	7.897306E-03	6.649192E-02
187	2.86	7.222881E-03	6.296463E-02
188	2.87	6.586151E-03	5.961435E-02
189	2.88	5.985110E-03	5.643194E-02
190	2.89	5.417861E-03	5.340879E-02
191	2.90	4.882608E-03	5.053672E-02
192	2.91	4.377655E-03	4.780801E-02
193	2.92	3.901395E-03	4.521534E-02
194	2.93	3.452310E-03	4.275180E-02
195	2.94	3.028961E-03	4.041084E-02
196	2.95	2.629987E-03	3.818624E-02
197	2.96	2.254101E-03	3.607213E-02
198	2.97	1.900083E-03	3.406295E-02
199	2.98	1.566779E-03	3.215342E-02
200	2.99	1.253096E-03	3.033855E-02
201	3.00	9.579983E-04	2.861361E-02
202	3.01	6.805059E-04	2.697409E-02
203	3.02	4.196903E-04	2.541576E-02
204	3.03	1.746719E-04	2.393457E-02
205	3.04	-5.538270E-05	2.252671E-02
206	3.05	-2.712630E-04	2.118853E-02
207	3.06	-4.737171E-04	1.991661E-02
208	3.07	-6.634541E-04	1.870768E-02
